img1,img2,label
data\LFW\lfw-deepfunneled\Lene_Espersen\Lene_Espersen_0001.jpg,data\LFW\lfw-deepfunneled\San_Lan\San_Lan_0001.jpg,0
data\LFW\lfw-deepfunneled\Leslie_Caldwell\Leslie_Caldwell_0002.jpg,data\LFW\lfw-deepfunneled\Takuma_Sato\Takuma_Sato_0001.jpg,0
data\LFW\lfw-deepfunneled\Leuris_Pupo\Leuris_Pupo_0001.jpg,data\LFW\lfw-deepfunneled\Stephen_Funk\Stephen_Funk_0001.jpg,0
data\LFW\lfw-deepfunneled\Li_Changchun\Li_Changchun_0001.jpg,data\LFW\lfw-deepfunneled\Noel_Forgeard\Noel_Forgeard_0001.jpg,0
data\LFW\lfw-deepfunneled\Li_Ka-shing\Li_Ka-shing_0001.jpg,data\LFW\lfw-deepfunneled\Manuel_Poggiali\Manuel_Poggiali_0002.jpg,0
data\LFW\lfw-deepfunneled\Li_Ka-shing\Li_Ka-shing_0001.jpg,data\LFW\lfw-deepfunneled\Prince_Willem-Alexander\Prince_Willem-Alexander_0003.jpg,0
data\LFW\lfw-deepfunneled\Li_Zhaoxing\Li_Zhaoxing_0007.jpg,data\LFW\lfw-deepfunneled\Yang_Jianli\Yang_Jianli_0001.jpg,0
data\LFW\lfw-deepfunneled\Lin_Yung_Hsi\Lin_Yung_Hsi_0001.jpg,data\LFW\lfw-deepfunneled\Patricia_Johnson\Patricia_Johnson_0001.jpg,0
data\LFW\lfw-deepfunneled\Linda_Baboolal\Linda_Baboolal_0001.jpg,data\LFW\lfw-deepfunneled\Michael_J_Fox\Michael_J_Fox_0001.jpg,0
data\LFW\lfw-deepfunneled\Linda_Baboolal\Linda_Baboolal_0001.jpg,data\LFW\lfw-deepfunneled\Raquel_Welch\Raquel_Welch_0002.jpg,0
data\LFW\lfw-deepfunneled\Lionel_Hampton\Lionel_Hampton_0001.jpg,data\LFW\lfw-deepfunneled\Paola_Espinoza\Paola_Espinoza_0001.jpg,0
data\LFW\lfw-deepfunneled\Lionel_Richie\Lionel_Richie_0002.jpg,data\LFW\lfw-deepfunneled\Ravan_AG_Farhadi\Ravan_AG_Farhadi_0001.jpg,0
data\LFW\lfw-deepfunneled\Lisa_Gottsegen\Lisa_Gottsegen_0002.jpg,data\LFW\lfw-deepfunneled\Steve_Phillips\Steve_Phillips_0001.jpg,0
data\LFW\lfw-deepfunneled\Lisa_Stansfield\Lisa_Stansfield_0001.jpg,data\LFW\lfw-deepfunneled\Urmila_Matondkar\Urmila_Matondkar_0001.jpg,0
data\LFW\lfw-deepfunneled\Lisa_Stone\Lisa_Stone_0001.jpg,data\LFW\lfw-deepfunneled\Todd_Reid\Todd_Reid_0001.jpg,0
data\LFW\lfw-deepfunneled\Lope_Mendoza\Lope_Mendoza_0001.jpg,data\LFW\lfw-deepfunneled\Roy_Halladay\Roy_Halladay_0001.jpg,0
data\LFW\lfw-deepfunneled\Lorne_Michaels\Lorne_Michaels_0001.jpg,data\LFW\lfw-deepfunneled\Tex_Ritter\Tex_Ritter_0001.jpg,0
data\LFW\lfw-deepfunneled\Lou_Piniella\Lou_Piniella_0003.jpg,data\LFW\lfw-deepfunneled\Robert_DeFraites\Robert_DeFraites_0001.jpg,0
data\LFW\lfw-deepfunneled\Lucia_Kenny_Anthony\Lucia_Kenny_Anthony_0001.jpg,data\LFW\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0004.jpg,0
data\LFW\lfw-deepfunneled\Lucio_Cecchinello\Lucio_Cecchinello_0001.jpg,data\LFW\lfw-deepfunneled\Strom_Thurmond\Strom_Thurmond_0001.jpg,0
data\LFW\lfw-deepfunneled\Luis_Guzman\Luis_Guzman_0001.jpg,data\LFW\lfw-deepfunneled\Thomas_Ulrich\Thomas_Ulrich_0001.jpg,0
data\LFW\lfw-deepfunneled\Luke_Ridnour\Luke_Ridnour_0001.jpg,data\LFW\lfw-deepfunneled\Najib_al-Salhi\Najib_al-Salhi_0001.jpg,0
data\LFW\lfw-deepfunneled\Madeleine_Albright\Madeleine_Albright_0001.jpg,data\LFW\lfw-deepfunneled\Robert_Schuller\Robert_Schuller_0001.jpg,0
data\LFW\lfw-deepfunneled\Mae_Jemison\Mae_Jemison_0001.jpg,data\LFW\lfw-deepfunneled\Max_Biaggi\Max_Biaggi_0001.jpg,0
data\LFW\lfw-deepfunneled\Mahmoud_Al_Zhar\Mahmoud_Al_Zhar_0001.jpg,data\LFW\lfw-deepfunneled\Takaloo\Takaloo_0001.jpg,0
data\LFW\lfw-deepfunneled\Manuel_Poggiali\Manuel_Poggiali_0002.jpg,data\LFW\lfw-deepfunneled\Wu_Peng\Wu_Peng_0001.jpg,0
data\LFW\lfw-deepfunneled\Manuel_Rosendo\Manuel_Rosendo_0001.jpg,data\LFW\lfw-deepfunneled\Takaloo\Takaloo_0001.jpg,0
data\LFW\lfw-deepfunneled\Marc-Andre_Fleury\Marc-Andre_Fleury_0001.jpg,data\LFW\lfw-deepfunneled\Rob_Lowe\Rob_Lowe_0003.jpg,0
data\LFW\lfw-deepfunneled\Marcus_Garrettson\Marcus_Garrettson_0001.jpg,data\LFW\lfw-deepfunneled\Rosalie_Perkov\Rosalie_Perkov_0001.jpg,0
data\LFW\lfw-deepfunneled\Maria_Luisa_Mendonca\Maria_Luisa_Mendonca_0001.jpg,data\LFW\lfw-deepfunneled\Terry_Hoeppner\Terry_Hoeppner_0001.jpg,0
data\LFW\lfw-deepfunneled\Maria_Luisa_Mendonca\Maria_Luisa_Mendonca_0001.jpg,data\LFW\lfw-deepfunneled\Tim_Lobinger\Tim_Lobinger_0001.jpg,0
data\LFW\lfw-deepfunneled\Maria_Wetterstrand\Maria_Wetterstrand_0001.jpg,data\LFW\lfw-deepfunneled\Tori_Amos\Tori_Amos_0001.jpg,0
data\LFW\lfw-deepfunneled\Mariah_Carey\Mariah_Carey_0001.jpg,data\LFW\lfw-deepfunneled\Richard_Gephardt\Richard_Gephardt_0008.jpg,0
data\LFW\lfw-deepfunneled\Maribel_Dominguez\Maribel_Dominguez_0001.jpg,data\LFW\lfw-deepfunneled\Vagit_Alekperov\Vagit_Alekperov_0001.jpg,0
data\LFW\lfw-deepfunneled\Mario_Vasquez_Rana\Mario_Vasquez_Rana_0001.jpg,data\LFW\lfw-deepfunneled\Robert_Bonner\Robert_Bonner_0001.jpg,0
data\LFW\lfw-deepfunneled\Marion_Fahnestock\Marion_Fahnestock_0001.jpg,data\LFW\lfw-deepfunneled\Steve_Fehr\Steve_Fehr_0001.jpg,0
data\LFW\lfw-deepfunneled\Marisol_Breton\Marisol_Breton_0001.jpg,data\LFW\lfw-deepfunneled\Will_Young\Will_Young_0001.jpg,0
data\LFW\lfw-deepfunneled\Mark_Hurlbert\Mark_Hurlbert_0004.jpg,data\LFW\lfw-deepfunneled\Todd_MacCulloch\Todd_MacCulloch_0001.jpg,0
data\LFW\lfw-deepfunneled\Mark_Lazarus\Mark_Lazarus_0001.jpg,data\LFW\lfw-deepfunneled\Olene_Walker\Olene_Walker_0001.jpg,0
data\LFW\lfw-deepfunneled\Mark_Rosenbaum\Mark_Rosenbaum_0001.jpg,data\LFW\lfw-deepfunneled\Pupi_Avati\Pupi_Avati_0002.jpg,0
data\LFW\lfw-deepfunneled\Markus_Beyer\Markus_Beyer_0001.jpg,data\LFW\lfw-deepfunneled\Ulrich_Kueperkoch\Ulrich_Kueperkoch_0001.jpg,0
data\LFW\lfw-deepfunneled\Marlene_Weingartner\Marlene_Weingartner_0001.jpg,data\LFW\lfw-deepfunneled\Steve_Avery\Steve_Avery_0001.jpg,0
data\LFW\lfw-deepfunneled\Martha_Smith\Martha_Smith_0001.jpg,data\LFW\lfw-deepfunneled\Ty_Votaw\Ty_Votaw_0001.jpg,0
data\LFW\lfw-deepfunneled\Marwan_Muasher\Marwan_Muasher_0001.jpg,data\LFW\lfw-deepfunneled\Scott_OGrady\Scott_OGrady_0001.jpg,0
data\LFW\lfw-deepfunneled\Mary_Robinson\Mary_Robinson_0001.jpg,data\LFW\lfw-deepfunneled\Vanessa_Williams\Vanessa_Williams_0001.jpg,0
data\LFW\lfw-deepfunneled\Masja_Juel\Masja_Juel_0001.jpg,data\LFW\lfw-deepfunneled\Normand_Legault\Normand_Legault_0001.jpg,0
data\LFW\lfw-deepfunneled\Masja_Juel\Masja_Juel_0001.jpg,data\LFW\lfw-deepfunneled\Razali_Ismail\Razali_Ismail_0001.jpg,0
data\LFW\lfw-deepfunneled\Mathias_Reichhold\Mathias_Reichhold_0001.jpg,data\LFW\lfw-deepfunneled\Paul_ONeill\Paul_ONeill_0009.jpg,0
data\LFW\lfw-deepfunneled\Matt_Anderson\Matt_Anderson_0001.jpg,data\LFW\lfw-deepfunneled\Pauley_Perrette\Pauley_Perrette_0001.jpg,0
data\LFW\lfw-deepfunneled\Matt_Anderson\Matt_Anderson_0001.jpg,data\LFW\lfw-deepfunneled\Tyler_Grillo\Tyler_Grillo_0001.jpg,0
data\LFW\lfw-deepfunneled\Matt_LeBlanc\Matt_LeBlanc_0001.jpg,data\LFW\lfw-deepfunneled\Stanley_Tong\Stanley_Tong_0001.jpg,0
data\LFW\lfw-deepfunneled\Maureen_Fanning\Maureen_Fanning_0001.jpg,data\LFW\lfw-deepfunneled\Paul_Tagliabue\Paul_Tagliabue_0001.jpg,0
data\LFW\lfw-deepfunneled\Maureen_Kanka\Maureen_Kanka_0001.jpg,data\LFW\lfw-deepfunneled\Normand_Legault\Normand_Legault_0001.jpg,0
data\LFW\lfw-deepfunneled\Mehmet_Okur\Mehmet_Okur_0001.jpg,data\LFW\lfw-deepfunneled\Ty_Votaw\Ty_Votaw_0001.jpg,0
data\LFW\lfw-deepfunneled\Mel_Karmazin\Mel_Karmazin_0001.jpg,data\LFW\lfw-deepfunneled\Vaclav_Klaus\Vaclav_Klaus_0002.jpg,0
data\LFW\lfw-deepfunneled\Melina_Kanakaredes\Melina_Kanakaredes_0001.jpg,data\LFW\lfw-deepfunneled\Tom_Brennan\Tom_Brennan_0001.jpg,0
data\LFW\lfw-deepfunneled\Melissa_Stark\Melissa_Stark_0001.jpg,data\LFW\lfw-deepfunneled\William_Ragland\William_Ragland_0001.jpg,0
data\LFW\lfw-deepfunneled\Michael_Caine\Michael_Caine_0001.jpg,data\LFW\lfw-deepfunneled\Tom_Watson\Tom_Watson_0001.jpg,0
data\LFW\lfw-deepfunneled\Michael_Chertoff\Michael_Chertoff_0001.jpg,data\LFW\lfw-deepfunneled\Ryan_Newman\Ryan_Newman_0001.jpg,0
data\LFW\lfw-deepfunneled\Michael_Diekmann\Michael_Diekmann_0001.jpg,data\LFW\lfw-deepfunneled\Qian_Qichen\Qian_Qichen_0001.jpg,0
data\LFW\lfw-deepfunneled\Michael_Hagee\Michael_Hagee_0001.jpg,data\LFW\lfw-deepfunneled\Rick_Lu\Rick_Lu_0001.jpg,0
data\LFW\lfw-deepfunneled\Michael_Kors\Michael_Kors_0001.jpg,data\LFW\lfw-deepfunneled\Nate_Hybl\Nate_Hybl_0001.jpg,0
data\LFW\lfw-deepfunneled\Michael_Schumacher\Michael_Schumacher_0003.jpg,data\LFW\lfw-deepfunneled\Stephanie_Moore\Stephanie_Moore_0001.jpg,0
data\LFW\lfw-deepfunneled\Michelle_Branch\Michelle_Branch_0002.jpg,data\LFW\lfw-deepfunneled\Ricardo_Lopez_Murphy\Ricardo_Lopez_Murphy_0002.jpg,0
data\LFW\lfw-deepfunneled\Mick_Jagger\Mick_Jagger_0004.jpg,data\LFW\lfw-deepfunneled\Roberto_Canessa\Roberto_Canessa_0001.jpg,0
data\LFW\lfw-deepfunneled\Mickey_Gilley\Mickey_Gilley_0001.jpg,data\LFW\lfw-deepfunneled\Sepp_Blatter\Sepp_Blatter_0003.jpg,0
data\LFW\lfw-deepfunneled\Mickey_Loomis\Mickey_Loomis_0001.jpg,data\LFW\lfw-deepfunneled\Najib_al-Salhi\Najib_al-Salhi_0001.jpg,0
data\LFW\lfw-deepfunneled\Mickey_Loomis\Mickey_Loomis_0001.jpg,data\LFW\lfw-deepfunneled\Philippe_Gagnon\Philippe_Gagnon_0001.jpg,0
data\LFW\lfw-deepfunneled\Mickey_Rooney\Mickey_Rooney_0001.jpg,data\LFW\lfw-deepfunneled\Mickey_Sherman\Mickey_Sherman_0001.jpg,0
data\LFW\lfw-deepfunneled\Mike_Bair\Mike_Bair_0001.jpg,data\LFW\lfw-deepfunneled\Timothy_Wirth\Timothy_Wirth_0001.jpg,0
data\LFW\lfw-deepfunneled\Mike_Bair\Mike_Bair_0001.jpg,data\LFW\lfw-deepfunneled\Tyrone_Medley\Tyrone_Medley_0001.jpg,0
data\LFW\lfw-deepfunneled\Mike_Fisher\Mike_Fisher_0001.jpg,data\LFW\lfw-deepfunneled\Oscar_Bolanos\Oscar_Bolanos_0001.jpg,0
data\LFW\lfw-deepfunneled\Mike_Gable\Mike_Gable_0001.jpg,data\LFW\lfw-deepfunneled\Sharon_Osbourne\Sharon_Osbourne_0001.jpg,0
data\LFW\lfw-deepfunneled\Mike_OConnell\Mike_OConnell_0001.jpg,data\LFW\lfw-deepfunneled\Natalie_Stewart\Natalie_Stewart_0001.jpg,0
data\LFW\lfw-deepfunneled\Milan_Kucan\Milan_Kucan_0001.jpg,data\LFW\lfw-deepfunneled\Yuvraj_Singh\Yuvraj_Singh_0001.jpg,0
data\LFW\lfw-deepfunneled\Milo_Maestrecampo\Milo_Maestrecampo_0003.jpg,data\LFW\lfw-deepfunneled\Wes_Craven\Wes_Craven_0001.jpg,0
data\LFW\lfw-deepfunneled\Minnie_Driver\Minnie_Driver_0001.jpg,data\LFW\lfw-deepfunneled\Penny_Dupuie\Penny_Dupuie_0001.jpg,0
data\LFW\lfw-deepfunneled\Minnie_Driver\Minnie_Driver_0002.jpg,data\LFW\lfw-deepfunneled\Yukio_Hatoyama\Yukio_Hatoyama_0001.jpg,0
data\LFW\lfw-deepfunneled\Minnie_Mendoza\Minnie_Mendoza_0001.jpg,data\LFW\lfw-deepfunneled\Sherri_Coale\Sherri_Coale_0001.jpg,0
data\LFW\lfw-deepfunneled\Mireille_Jospin-Dandieu\Mireille_Jospin-Dandieu_0001.jpg,data\LFW\lfw-deepfunneled\Ricardo_Lopez_Murphy\Ricardo_Lopez_Murphy_0002.jpg,0
data\LFW\lfw-deepfunneled\Misty_Dawn_Clymer\Misty_Dawn_Clymer_0001.jpg,data\LFW\lfw-deepfunneled\Terry_Stotts\Terry_Stotts_0002.jpg,0
data\LFW\lfw-deepfunneled\Mitoji_Yabunaka\Mitoji_Yabunaka_0001.jpg,data\LFW\lfw-deepfunneled\Sanjay_Gupta\Sanjay_Gupta_0001.jpg,0
data\LFW\lfw-deepfunneled\Mitsou_Gelinas\Mitsou_Gelinas_0001.jpg,data\LFW\lfw-deepfunneled\Yana_Klochkova\Yana_Klochkova_0001.jpg,0
data\LFW\lfw-deepfunneled\Mohammed_Ashraf_Hafiz\Mohammed_Ashraf_Hafiz_0001.jpg,data\LFW\lfw-deepfunneled\Ronald_Young_Jr\Ronald_Young_Jr_0001.jpg,0
data\LFW\lfw-deepfunneled\Myung_Yang\Myung_Yang_0001.jpg,data\LFW\lfw-deepfunneled\Rene_Antonio_Leon_Rodriguez\Rene_Antonio_Leon_Rodriguez_0001.jpg,0
data\LFW\lfw-deepfunneled\Nabil_Shaath\Nabil_Shaath_0002.jpg,data\LFW\lfw-deepfunneled\Quincy_Jones\Quincy_Jones_0001.jpg,0
data\LFW\lfw-deepfunneled\Nadia_Forte\Nadia_Forte_0001.jpg,data\LFW\lfw-deepfunneled\Toni_Jennings\Toni_Jennings_0001.jpg,0
data\LFW\lfw-deepfunneled\Nan_Wang\Nan_Wang_0004.jpg,data\LFW\lfw-deepfunneled\Penny_Dupuie\Penny_Dupuie_0001.jpg,0
data\LFW\lfw-deepfunneled\Nancy_Kerrigan\Nancy_Kerrigan_0001.jpg,data\LFW\lfw-deepfunneled\Thomas_Wyman\Thomas_Wyman_0002.jpg,0
data\LFW\lfw-deepfunneled\Naomi_Bronstein\Naomi_Bronstein_0001.jpg,data\LFW\lfw-deepfunneled\Rainer_Geulen\Rainer_Geulen_0001.jpg,0
data\LFW\lfw-deepfunneled\Naomi_Watts\Naomi_Watts_0013.jpg,data\LFW\lfw-deepfunneled\Yuri_Fedotov\Yuri_Fedotov_0002.jpg,0
data\LFW\lfw-deepfunneled\Natalia_Dmitrieva\Natalia_Dmitrieva_0001.jpg,data\LFW\lfw-deepfunneled\Nova_Esther_Guthrie\Nova_Esther_Guthrie_0001.jpg,0
data\LFW\lfw-deepfunneled\Natalia_Dmitrieva\Natalia_Dmitrieva_0001.jpg,data\LFW\lfw-deepfunneled\Yana_Klochkova\Yana_Klochkova_0001.jpg,0
data\LFW\lfw-deepfunneled\Natalia_Dmitrieva\Natalia_Dmitrieva_0001.jpg,data\LFW\lfw-deepfunneled\Yoshiyuki_Kamei\Yoshiyuki_Kamei_0001.jpg,0
data\LFW\lfw-deepfunneled\Natalia_Verbeke\Natalia_Verbeke_0001.jpg,data\LFW\lfw-deepfunneled\Steny_Hoyer\Steny_Hoyer_0001.jpg,0
data\LFW\lfw-deepfunneled\Natalia_Vodonova\Natalia_Vodonova_0001.jpg,data\LFW\lfw-deepfunneled\Russell_Simmons\Russell_Simmons_0004.jpg,0
data\LFW\lfw-deepfunneled\Natalie_Cole\Natalie_Cole_0003.jpg,data\LFW\lfw-deepfunneled\Steve_McManaman\Steve_McManaman_0001.jpg,0
data\LFW\lfw-deepfunneled\Natasa_Micic\Natasa_Micic_0001.jpg,data\LFW\lfw-deepfunneled\Oxana_Fedorova\Oxana_Fedorova_0003.jpg,0
data\LFW\lfw-deepfunneled\Natasa_Micic\Natasa_Micic_0001.jpg,data\LFW\lfw-deepfunneled\Simona_Hradil\Simona_Hradil_0001.jpg,0
data\LFW\lfw-deepfunneled\Nathirah_Hussein\Nathirah_Hussein_0001.jpg,data\LFW\lfw-deepfunneled\Pedro_Mahecha\Pedro_Mahecha_0001.jpg,0
data\LFW\lfw-deepfunneled\Nathirah_Hussein\Nathirah_Hussein_0001.jpg,data\LFW\lfw-deepfunneled\Tomas_Enge\Tomas_Enge_0001.jpg,0
data\LFW\lfw-deepfunneled\Neri_Marcore\Neri_Marcore_0001.jpg,data\LFW\lfw-deepfunneled\Wolfgang_Schuessel\Wolfgang_Schuessel_0002.jpg,0
data\LFW\lfw-deepfunneled\Nick_Nolte\Nick_Nolte_0003.jpg,data\LFW\lfw-deepfunneled\Steven_Briggs\Steven_Briggs_0001.jpg,0
data\LFW\lfw-deepfunneled\Nicolas_Kiefer\Nicolas_Kiefer_0001.jpg,data\LFW\lfw-deepfunneled\Will_Young\Will_Young_0001.jpg,0
data\LFW\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0001.jpg,data\LFW\lfw-deepfunneled\Paula_Dobriansky\Paula_Dobriansky_0001.jpg,0
data\LFW\lfw-deepfunneled\Nicolas_Latorre\Nicolas_Latorre_0001.jpg,data\LFW\lfw-deepfunneled\Paulo_Cesar_Pinheiro\Paulo_Cesar_Pinheiro_0002.jpg,0
data\LFW\lfw-deepfunneled\Nora_Ephron\Nora_Ephron_0001.jpg,data\LFW\lfw-deepfunneled\Roel_Campos\Roel_Campos_0001.jpg,0
data\LFW\lfw-deepfunneled\Orlando_Bloom\Orlando_Bloom_0001.jpg,data\LFW\lfw-deepfunneled\Toutai_Kefu\Toutai_Kefu_0001.jpg,0
data\LFW\lfw-deepfunneled\Paddy_Torsney\Paddy_Torsney_0001.jpg,data\LFW\lfw-deepfunneled\Scott_Rudin\Scott_Rudin_0002.jpg,0
data\LFW\lfw-deepfunneled\Pamela_Anderson\Pamela_Anderson_0002.jpg,data\LFW\lfw-deepfunneled\Stan_Kroenke\Stan_Kroenke_0001.jpg,0
data\LFW\lfw-deepfunneled\Paola_Espinoza\Paola_Espinoza_0001.jpg,data\LFW\lfw-deepfunneled\Ranil_Wickremasinghe\Ranil_Wickremasinghe_0002.jpg,0
data\LFW\lfw-deepfunneled\Paradorn_Srichaphan\Paradorn_Srichaphan_0007.jpg,data\LFW\lfw-deepfunneled\Wolfgang_Schuessel\Wolfgang_Schuessel_0002.jpg,0
data\LFW\lfw-deepfunneled\Parris_Glendening\Parris_Glendening_0001.jpg,data\LFW\lfw-deepfunneled\Stefaan_Declerk\Stefaan_Declerk_0001.jpg,0
data\LFW\lfw-deepfunneled\Pat_Cox\Pat_Cox_0001.jpg,data\LFW\lfw-deepfunneled\Prince_Felipe\Prince_Felipe_0001.jpg,0
data\LFW\lfw-deepfunneled\Patrick_Clawsen\Patrick_Clawsen_0001.jpg,data\LFW\lfw-deepfunneled\Valerie_Thwaites\Valerie_Thwaites_0001.jpg,0
data\LFW\lfw-deepfunneled\Patrick_Ewing\Patrick_Ewing_0002.jpg,data\LFW\lfw-deepfunneled\Tali_Imani\Tali_Imani_0001.jpg,0
data\LFW\lfw-deepfunneled\Patrick_Roy\Patrick_Roy_0002.jpg,data\LFW\lfw-deepfunneled\Ronald_Reagan\Ronald_Reagan_0001.jpg,0
data\LFW\lfw-deepfunneled\Paul_Murphy\Paul_Murphy_0001.jpg,data\LFW\lfw-deepfunneled\Samantha_Daniels\Samantha_Daniels_0001.jpg,0
data\LFW\lfw-deepfunneled\Paul_ONeill\Paul_ONeill_0008.jpg,data\LFW\lfw-deepfunneled\Steven_Feldman\Steven_Feldman_0001.jpg,0
data\LFW\lfw-deepfunneled\Paul_Wilson\Paul_Wilson_0001.jpg,data\LFW\lfw-deepfunneled\Pupi_Avati\Pupi_Avati_0001.jpg,0
data\LFW\lfw-deepfunneled\Paula_Dobriansky\Paula_Dobriansky_0001.jpg,data\LFW\lfw-deepfunneled\Selma_Phoenix\Selma_Phoenix_0001.jpg,0
data\LFW\lfw-deepfunneled\Paula_Radcliffe\Paula_Radcliffe_0001.jpg,data\LFW\lfw-deepfunneled\Theresa_May\Theresa_May_0002.jpg,0
data\LFW\lfw-deepfunneled\Paulo_Cesar_Pinheiro\Paulo_Cesar_Pinheiro_0001.jpg,data\LFW\lfw-deepfunneled\Zhu_Rongji\Zhu_Rongji_0005.jpg,0
data\LFW\lfw-deepfunneled\Pedro_Velasquez\Pedro_Velasquez_0001.jpg,data\LFW\lfw-deepfunneled\Queen_Rania\Queen_Rania_0004.jpg,0
data\LFW\lfw-deepfunneled\Pedro_Velasquez\Pedro_Velasquez_0001.jpg,data\LFW\lfw-deepfunneled\Will_Ferrell\Will_Ferrell_0001.jpg,0
data\LFW\lfw-deepfunneled\Peggy_McGuinness\Peggy_McGuinness_0001.jpg,data\LFW\lfw-deepfunneled\Pete_Beaudrault\Pete_Beaudrault_0001.jpg,0
data\LFW\lfw-deepfunneled\Penny_Lancaster\Penny_Lancaster_0001.jpg,data\LFW\lfw-deepfunneled\Sven_Ottke\Sven_Ottke_0001.jpg,0
data\LFW\lfw-deepfunneled\Pernilla_Bjorn\Pernilla_Bjorn_0001.jpg,data\LFW\lfw-deepfunneled\Sanjay_Gupta\Sanjay_Gupta_0001.jpg,0
data\LFW\lfw-deepfunneled\Pete_Beaudrault\Pete_Beaudrault_0001.jpg,data\LFW\lfw-deepfunneled\Roy_Halladay\Roy_Halladay_0001.jpg,0
data\LFW\lfw-deepfunneled\Pete_Gillen\Pete_Gillen_0001.jpg,data\LFW\lfw-deepfunneled\Pringe_Ernst_August\Pringe_Ernst_August_0001.jpg,0
data\LFW\lfw-deepfunneled\Peter_Bacanovic\Peter_Bacanovic_0001.jpg,data\LFW\lfw-deepfunneled\Zhang_Wenkang\Zhang_Wenkang_0001.jpg,0
data\LFW\lfw-deepfunneled\Peter_Hillary\Peter_Hillary_0002.jpg,data\LFW\lfw-deepfunneled\Terence_Newman\Terence_Newman_0001.jpg,0
data\LFW\lfw-deepfunneled\Pham_Sy_Chien\Pham_Sy_Chien_0001.jpg,data\LFW\lfw-deepfunneled\Sharon_Stone\Sharon_Stone_0005.jpg,0
data\LFW\lfw-deepfunneled\Pier_Ferdinando_Casini\Pier_Ferdinando_Casini_0001.jpg,data\LFW\lfw-deepfunneled\Steve_Phillips\Steve_Phillips_0001.jpg,0
data\LFW\lfw-deepfunneled\Pier_Ferdinando_Casini\Pier_Ferdinando_Casini_0001.jpg,data\LFW\lfw-deepfunneled\Tom_Curley\Tom_Curley_0001.jpg,0
data\LFW\lfw-deepfunneled\Piotr_Anderszewski\Piotr_Anderszewski_0001.jpg,data\LFW\lfw-deepfunneled\Yoshiyuki_Kamei\Yoshiyuki_Kamei_0001.jpg,0
data\LFW\lfw-deepfunneled\Platon_Lebedev\Platon_Lebedev_0001.jpg,data\LFW\lfw-deepfunneled\Ray_Young\Ray_Young_0001.jpg,0
data\LFW\lfw-deepfunneled\Prince_Naruhito\Prince_Naruhito_0002.jpg,data\LFW\lfw-deepfunneled\Princess_Elisabeth\Princess_Elisabeth_0002.jpg,0
data\LFW\lfw-deepfunneled\Princess_Anne\Princess_Anne_0001.jpg,data\LFW\lfw-deepfunneled\Roberto_Laratro\Roberto_Laratro_0001.jpg,0
data\LFW\lfw-deepfunneled\Princess_Anne\Princess_Anne_0002.jpg,data\LFW\lfw-deepfunneled\Tab_Turner\Tab_Turner_0001.jpg,0
data\LFW\lfw-deepfunneled\Pringe_Ernst_August\Pringe_Ernst_August_0001.jpg,data\LFW\lfw-deepfunneled\Rose_Marie\Rose_Marie_0001.jpg,0
data\LFW\lfw-deepfunneled\Pringe_Ernst_August\Pringe_Ernst_August_0001.jpg,data\LFW\lfw-deepfunneled\Suzanne_Haik_Terrell\Suzanne_Haik_Terrell_0001.jpg,0
data\LFW\lfw-deepfunneled\Qian_Qichen\Qian_Qichen_0001.jpg,data\LFW\lfw-deepfunneled\Sok_An\Sok_An_0001.jpg,0
data\LFW\lfw-deepfunneled\Quincy_Jones\Quincy_Jones_0001.jpg,data\LFW\lfw-deepfunneled\Stephen_Joseph\Stephen_Joseph_0001.jpg,0
data\LFW\lfw-deepfunneled\Raag_Singhal\Raag_Singhal_0001.jpg,data\LFW\lfw-deepfunneled\Ray_Halbritter\Ray_Halbritter_0001.jpg,0
data\LFW\lfw-deepfunneled\Rashid_Qureshi\Rashid_Qureshi_0001.jpg,data\LFW\lfw-deepfunneled\Ray_Young\Ray_Young_0001.jpg,0
data\LFW\lfw-deepfunneled\Ray_Halbritter\Ray_Halbritter_0001.jpg,data\LFW\lfw-deepfunneled\Xanana_Gusmao\Xanana_Gusmao_0003.jpg,0
data\LFW\lfw-deepfunneled\Ray_Halbritter\Ray_Halbritter_0001.jpg,data\LFW\lfw-deepfunneled\Zara_Akhmadova\Zara_Akhmadova_0001.jpg,0
data\LFW\lfw-deepfunneled\Ray_Morrough\Ray_Morrough_0001.jpg,data\LFW\lfw-deepfunneled\Ron_Gonzales\Ron_Gonzales_0001.jpg,0
data\LFW\lfw-deepfunneled\Ray_Nagin\Ray_Nagin_0002.jpg,data\LFW\lfw-deepfunneled\Thomas_Enqvist\Thomas_Enqvist_0001.jpg,0
data\LFW\lfw-deepfunneled\Razali_Ismail\Razali_Ismail_0001.jpg,data\LFW\lfw-deepfunneled\Rob_Marshall\Rob_Marshall_0004.jpg,0
data\LFW\lfw-deepfunneled\Rene_Antonio_Leon_Rodriguez\Rene_Antonio_Leon_Rodriguez_0001.jpg,data\LFW\lfw-deepfunneled\Ted_Turner\Ted_Turner_0001.jpg,0
data\LFW\lfw-deepfunneled\Retief_Goosen\Retief_Goosen_0001.jpg,data\LFW\lfw-deepfunneled\Tuncay_Sanli\Tuncay_Sanli_0001.jpg,0
data\LFW\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0006.jpg,data\LFW\lfw-deepfunneled\Sila_Calderon\Sila_Calderon_0001.jpg,0
